airline_sentiment,airline_sentiment_confidence,airline,text
neutral,0.6963,American,@AmericanAir Educate Bohol is a 501(c)(3) w/all volunteer staff. I can help the kids or buy a plane ticket--I can't do both. Can you help?
neutral,0.6967,Southwest,@SouthwestAir absolutely required? Are the flights going to be 100% Cancelled Flighted?
neutral,0.6967,US Airways,@USAirways Hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?
neutral,0.6967,United,@united I'll let you know week after next when I do another coast-coast RT again.
neutral,0.6968,Southwest,"@SouthwestAir if I am a rapid awards member, does my points apply after I have taken my round trip?"
neutral,0.6969,United,"@united Hi, booked a flight yesterday and received an email w/ confirmation number but today I got this error ""no active flight segments"""
neutral,0.6974,Southwest,@SouthwestAir is it possible to book a refundable trip? Willing to pay extra. This would be for a domestic round trip flight
neutral,0.6974,Southwest,@SouthwestAir would love to win tickets and take my son to Imagine Dragons in Provo Saturday night. Crossed fingers. #DestinationDragons
neutral,0.6976,US Airways,@USAirways any idea when flight 703 to Miami will leave for a second time?
neutral,0.6977,American,@AmericanAir I was on a flight for tomorrow and my reservation is coming up. Help me!
neutral,0.6979,American,@AmericanAir why is it from June 1 thru December 31 there are no bus/first milesaaver awards available from cun to nyc? #Explain #whyfly
neutral,0.698,United,@united refund?
neutral,0.6983,American,@AmericanAir if you could get the gate crew to help us off FLT 5350 that would be great....
neutral,0.6985,United,@united Pls Help Baby Hannah get the life saving surgeries she requires.She needs your help.Pls Donate/RT http://t.co/kQnrrP86A5
neutral,0.699,United,"@united @staralliance Very nice at LHR, congrats, but I'm sticking with AA/#BA. @AmericanAir @British_Airways"
neutral,0.6995,Southwest,@SouthwestAir DAL is due for sleet Sun. eve-didn't see it listed for cities that can re-book? Fly to DCA at 8:10
neutral,0.6995,US Airways,"@USAirways, can't control weather/flight attendant.Can control this-green ACU bag, 1.5 hrs &amp; counting! Yep that's me! http://t.co/0jUtCDRLjl"
neutral,0.6995,United,@united actually we did not consider she might have made a mistake. She did not complain beyond that she indicated it on her reservation.
neutral,0.6997,American,@AmericanAir where do I look for cabin crew vacancies?
neutral,0.6999,American,"@AmericanAir I need to get from Albuquerque, NM, USA, to Cebu, Philippines. I'm providing educational help for 800 kids. Can you help me?"
neutral,0.7002,US Airways,"@USAirways I left my personal stuff on US4551 from PHL-BOS about an hour ago. Went baggage, was told plane left to call 800#"
neutral,0.7006,US Airways,"@USAirways I'm referring to email like this. Just tell people when they GET the upgrade. Otherwise, we know already. http://t.co/N8UvCLMADA"
neutral,0.7007,Virgin America,@VirginAmerica @ladygaga @carrieunderwood - Carrie!
neutral,0.7008,Southwest,@SouthwestAir is service to Aruba being permanently discontinued in August?
neutral,0.7008,United,@united You please do not burn my dreams !!! #burningman tickets sales today.
neutral,0.7008,United,@united please tell me I'm going to make my connecting flight from O'hare to #STL #SouthBendINWhere 🙏 http://t.co/qGwK10dEwv
neutral,0.701,American,"@AmericanAir ""Thank you for contacting American. The email address you have written to is an unmonitored account”"
neutral,0.701,US Airways,@USAirways doesn't take into account the $450 it cost 2 rent a car 2 drive home
neutral,0.7012,Delta,@JetBlue hope so! looks nice and warm in San Juan 🌴
neutral,0.7012,Southwest,@SouthwestAir How's Dallas incoming looking? I'm scheduled to fly in at 10:30 and wondering if I'll be stuck in St. Louis instead.
neutral,0.7013,Southwest,"@SouthwestAir got an email confirmation of wifi purchase on a recent flight. Trouble is, I've never flown with you. Ever. #concerned #scam?"
neutral,0.7014,Southwest,@SouthwestAir: grrrrrr I need a flight there first! Maybe for my bday next month...
neutral,0.7015,Southwest,.@SouthwestAir she needs a wheelchair at the gate for sure. What options does she have?
neutral,0.7015,US Airways,"@USAirways US 728 Wait, now a gate opened. Back we go. (Good, maybe we can get off.)"
neutral,0.7023,American,"@AmericanAir I already landed! But, if you still care it was 1891. Thanks for the help though!, do you k ow what caused the failure?"
neutral,0.7023,Southwest,@SouthwestAir any delays today @CAKairport to Orlando?
neutral,0.7024,US Airways,@USAirways Mobile boarding pass email.
neutral,0.7026,American,@AmericanAir I will thank you. What do I do if I can't get through and my flight on hold Cancelled Flights?
neutral,0.7026,United,@united Will you be issuing an exception policy for Denver for this weekend?
neutral,0.7026,Virgin America,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/vw4P4T4tLh @TheNationalUAE
neutral,0.7027,US Airways,@USAirways just told by supervisor that they won't guarantee the empty seats to standby passengers with flights Cancelled Flightled so can sell them
neutral,0.7028,Delta,@JetBlue to Increase Charter Service to Cuba - #Travel Agent http://t.co/lYQrb4HCYU
neutral,0.7028,Southwest,"@southwestair yeah, 7am flight tomorrow, going to add 60-90 min extra because of the roads / snow"
neutral,0.7028,United,@united will I make it with the delay?
neutral,0.7029,Delta,@JetBlue when can we start Flight Booking Problems flights for November?
neutral,0.7029,United,"@united My post was just more of disappointment. I'm a frequent United flyer, it was a simple ??. 1 bad apple doesn't spoil the bunch."
neutral,0.703,United,@united Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC we negotiate resolutions for You!
neutral,0.7033,Delta,@JetBlue actually flight 1089 not 1098
neutral,0.7033,Southwest,@SouthwestAir When does the new schedule open that takes us past 10/31?
neutral,0.7034,United,@united yes I've boarded this way many times &amp; have never had to show my pass on the Tarmac multiple times. Path was railed off. Only 1 way
neutral,0.7039,Southwest,@SouthwestAir Please bring back RDU to FLL direct route! I noticed it is missing starting in Late Flight August! The flights are always packed!
neutral,0.704,Delta,@JetBlue Now ur asking for the heavy guns! You know #IWouldDoAnythingForLove https://t.co/Yx1DQJn8nL #BrandMance #LoveSongFriday
neutral,0.7041,United,@united done as requested.
neutral,0.7046,Southwest,@SouthwestAir Thanks! I know the routes you currently have from Newark. I was just wondering if there was any new ones on the horizon
neutral,0.7047,United,@United are you able to see if there are seats open on another flight??
neutral,0.7047,United,@united same flight number different flight. I'm heading to MPLS
neutral,0.7059,United,@united thank you for the quick response but I cannot dm you until you follow me as well
neutral,0.7065,Delta,“@JetBlue: Our fleet's on fleek. http://t.co/4LlWi5oxvO” lmfaooooo hook me up with a flight!
neutral,0.7065,United,@united I'm flying UA but *G with A3
neutral,0.7065,United,@united yes I do.
neutral,0.7066,Southwest,@SouthwestAir how do I find travel funds I have available to use f/ past changed flights? don't see an option in my account.
neutral,0.7067,Southwest,"@SouthwestAir -U dont have Atlanta to San fransisco in 99$ in the present sale, like u had in the last sale?Im looking for 2 return tickets"
neutral,0.7067,Southwest,@SouthwestAir any idea on flights to Nashville tomorrow being clear or Cancelled Flightled
neutral,0.7068,American,“@AmericanAir: Bet these birds wish they'd flown south for the #winter... http://t.co/tY9C0Gae2o” Lol
neutral,0.7069,United,@united hi I left my asus tablet on flight to Heathrow from Newark on 16th feb and wondered how long it takes for someone to check if found?
neutral,0.7083,US Airways,@USAirways @VincesViews there are significant number of folks on 686 connecting to 599 a few minutes hold would make many happy
neutral,0.7083,US Airways,"@USAirways res went under her maiden name...married 50...no docs with maiden name. Hence, problem."
neutral,0.7083,United,"@united Well, It's LA and then a 2hr+ car ride to a dark Palm Springs technically. Maybe I'll get bumped to 1st class Den to PHL on Friday:)"
neutral,0.7084,Delta,“@JetBlue: Our fleet's on fleek. http://t.co/we7Pf5Ll1Y” lol!!!!!
neutral,0.7087,Delta,“@JetBlue: Our fleet's on fleek. http://t.co/M2wSg2olgo” -_-
neutral,0.7088,Delta,@JetBlue y'all got prices for the low??
neutral,0.7093,US Airways,@USAirways 8am flight to mco canld &amp; resch 1:30.If we opt for 8 am depart tom will us air allow cng return day from sat to sun w/o penalty?
neutral,0.7093,US Airways,@USAirways that's who I spoke to already. We've already booked another flight w/someone else. Thanks for your concern. Just wanted to
neutral,0.7099,United,Flight Booking Problems for a travel writers trip I am hosting and need to be happy when I land! Do you have the cute PJs AA does? @united
neutral,0.71,American,"@AmericanAir daughter record loc. is KYBILC. She is traveling with 3 y.o. and needs to be in adjacent seats, not across isle."
neutral,0.7102,Delta,@JetBlue unveils new 'Bluemanity' livery - USA TODAY http://t.co/ueGgKN79zA
neutral,0.7113,Southwest,@southwestair TREMENDOUS job. Atlanta Airport saw SW celebrate Mardi Gras. Another reason I'm nuts for you guys! http://t.co/8WBzOrRn3C
neutral,0.7118,American,"@AmericanAir. Had my flight changed from US Airways to you, now I can't get two seats together. Can you help?"
neutral,0.7118,Virgin America,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews. Hands down.
neutral,0.7124,American,@AmericanAir how are the runways at DFW? Will you be flying Late Flightr today? Thanks.
neutral,0.7128,US Airways,@USAirways #555PHLtoSLC this is happening now.
neutral,0.7132,Southwest,@SouthwestAir retiring with my hubby and it's our 25th wedding anniversary this year! Companion pass please!!
neutral,0.7145,American,@AmericanAir I wrote down the evoucher number. I got rid of the voucher when I purchased air fair
neutral,0.7152,American,@AmericanAir so whats the hold up on flight 4302?
neutral,0.7158,Delta,@JetBlue Just got the time to reply and share my thoughts in greater detail via web form.
neutral,0.7168,United,@united thanks
neutral,0.7172,Southwest,@SouthwestAir Salted or honey roasted? I vote to bring back the salted peanuts. I dread a year of the honey roasted!😖 http://t.co/RHw78ktQFO
neutral,0.7175,American,@AmericanAir Amazing to watch @chasefoster (who travels with celebs all over the world) show the youth of America who *not* to fly with.
neutral,0.7175,American,@AmericanAir is there anyone online that can help... the flight leaves in 3 hrs
neutral,0.7185,Southwest,@SouthwestAir @Imaginedragons when are we gonna know I have a math test tomoro and I can't concentrate😭😭 #DestinationDragons
neutral,0.7185,US Airways,@USAirways can you DM me please?
neutral,0.7194,Delta,“@JetBlue: Our fleet's on fleek. http://t.co/3Ltx7JKBo9” is fleek dead yet now?
neutral,0.7218,Southwest,@SouthwestAir any chance I can get tix for @VelourLive @Imaginedragons? I have been tweeting since January 26 about it #DestinationDragons
neutral,0.7219,American,@AmericanAir the status on my itinerary says on request in red. What's that mean?
neutral,0.7223,Delta,@JetBlue Airways Sees Significant Decline in Short Interest (JBLU) - WKRB News http://t.co/lZFGUTxIYN
neutral,0.7223,United,"@united 374 ORD to ROC. Fam came to see me at SNA. I'm a member, so is my dad. He used his miles for them."
neutral,0.7241,American,@AmericanAir I am trying to switch my flight to AA 1359 I am currently on AA 2401 at 6:50am MONDAY morn then AA 2586! Help Me!!
neutral,0.7245,Delta,@JetBlue Flight I want to book was $320 one day; went to purchase next day &amp; price doubled to $737. Inquiring on chance it may go down?
neutral,0.7246,Delta,"@JetBlue traveling w/ a rifle for a hunting trip, can a pistol be in the same large rifle case too? Wasn't clear in freq asked questions"
neutral,0.7246,United,"@united blood services, make your appt. today! 18009174929 http://t.co/6UXwPaduGS"
neutral,0.7273,Southwest,@SouthwestAir any word when the customer relations department will open back up?
neutral,0.7282,American,@AmericanAir I need help Cancelled Flighting an upcoming flight made with AAdvantage miles. Record locator HFJKTO. Can someone please assist?
neutral,0.732,Southwest,@SouthwestAir ugh kicking myself for missing out on #destinationdragons. I need some @Imaginedragons back in my life http://t.co/sbEhi46bMk
neutral,0.732,United,@united I hope so too
neutral,0.916,Southwest,"@SouthwestAir If a travel advisory is posted for DEN, can I then make changes to my ticket? Anything I need to know before I call?"
